108	1.2
1.017729	0.449443	0.638696
1ACB_r_u.pdb.ms	7.621	-0.136	17.934
1ACB_l_u.pdb.ms	15.099	24.088	11.302
1.308997	1.756530	-2.105156	4	90	5	1886.899
-3.141593	1.869911	2.701025	102	91	8	1783.448
2.617994	1.574060	2.783565	0	91	8	1772.112
2.617994	1.242974	-2.977882	1	89	3	1768.300
2.879793	2.187132	-0.479875	106	90	6	1762.958
-3.141593	1.440580	2.260026	0	91	10	1754.096
2.879793	1.699788	2.452890	105	91	10	1741.949
2.617994	1.948085	-2.363031	0	87	2	1741.189
2.879793	1.824694	1.850876	104	91	7	1739.248
2.094395	2.592629	0.909713	98	2	22	1726.646
2.879793	1.440580	2.260026	106	92	10	1705.031
-3.141593	2.404280	-0.174044	93	98	17	1688.346
-3.141593	1.050534	3.042579	106	89	3	1664.559
2.879793	1.218453	2.777284	99	97	18	1653.118
1.047198	2.073035	2.027405	89	8	15	1628.238
2.879793	1.599406	1.426070	103	90	8	1625.839
-2.617994	1.168678	2.108595	1	90	7	1621.972
-2.094395	1.756530	-2.105156	106	92	8	1618.321
-2.879793	1.440580	2.260026	2	91	9	1615.794
2.617994	2.153910	-1.714959	104	89	3	1614.111
2.617994	1.391910	3.030322	0	90	6	1605.996
-2.094395	1.488617	1.159546	105	90	7	1604.247
2.356194	2.153910	-1.714959	103	89	3	1603.432
0.785398	1.846342	-1.796954	3	89	4	1601.870
1.832596	1.662363	0.915448	85	104	2	1601.768
-3.141593	0.496451	0.593859	95	91	1	1599.788
-1.308997	1.824694	1.850876	99	91	5	1595.853
2.617994	0.929350	-2.910676	1	89	2	1585.571
-2.617994	0.419640	2.974122	9	93	11	1584.167
-2.879793	2.404280	-0.174044	93	97	17	1576.013
0.785398	2.001437	0.381215	94	16	11	1575.948
2.094395	2.984978	1.954446	94	105	20	1574.610
-2.617994	0.864993	2.278281	1	90	4	1574.303
1.832596	0.960688	-0.577532	85	104	2	1562.608
0.785398	1.756530	-2.105156	3	89	5	1560.802
-2.617994	2.379497	0.561089	7	91	10	1557.683
2.879793	1.413430	2.550734	0	91	10	1556.691
