96	1.2
1.017729	0.449443	0.638696
1ACB_r_u.pdb.ms	6.940	0.231	18.544
1ACB_l_u.pdb.ms	17.809	22.771	9.601
2.827433	1.720612	2.279888	91	82	14	1716.384
1.361357	1.691693	-1.871572	4	76	6	1529.766
2.827433	1.588901	2.301496	92	82	13	1518.471
2.827433	1.645258	2.188109	91	82	14	1517.674
2.932153	2.335096	-0.588468	95	77	5	1512.646
2.513274	1.960212	-2.307561	1	77	5	1488.607
2.722714	1.541082	2.424608	92	82	13	1488.044
2.722714	2.032917	-2.199917	3	77	4	1477.125
1.256637	1.685031	-2.009038	4	76	7	1461.828
-1.151917	1.642346	1.722617	88	75	6	1460.891
-1.256637	1.630007	1.844552	87	76	7	1450.508
2.827433	1.464952	2.329245	92	81	13	1448.312
-1.256637	1.642346	1.722617	87	76	6	1442.553
0.942478	1.808822	-1.817375	2	75	5	1441.749
2.932153	1.665496	2.397872	92	82	13	1441.127
2.827433	1.794553	2.374618	92	82	14	1422.277
2.722714	1.588901	2.301496	91	81	13	1418.662
2.722714	1.665496	2.397872	92	82	14	1416.773
1.256637	1.807825	-2.090455	4	76	7	1414.926
-1.151917	1.630007	1.844552	88	75	7	1413.512
2.932153	1.794553	2.374618	92	82	14	1408.712
2.722714	1.464952	2.329245	91	81	13	1406.218
2.827433	2.335096	-0.588468	95	77	5	1403.665
1.780236	0.273777	-2.506756	1	75	7	1398.039
2.932153	1.720612	2.279888	92	82	14	1395.540
2.617994	1.588901	2.301496	91	82	14	1394.500
2.617994	2.032917	-2.199917	2	77	5	1393.438
1.361357	1.685031	-2.009038	4	76	7	1391.028
-1.151917	1.760169	1.678132	88	75	5	1385.656
-1.256637	1.748077	1.804354	87	76	6	1385.293
0.837758	1.691693	-1.871572	2	75	6	1383.998
2.617994	1.960212	-2.307561	1	77	4	1380.579
2.617994	1.567193	2.643172	94	81	12	1374.049
-2.513274	0.817846	2.390688	95	77	6	1373.184
2.513274	2.034712	-2.419505	1	77	5	1372.710
-1.466077	2.214075	1.600691	92	77	10	1370.506
2.513274	1.886971	-2.196665	1	77	4	1370.395
1.256637	1.788829	-1.947553	4	76	6	1367.706
2.932153	1.588901	2.301496	92	81	13	1363.895
2.827433	1.665496	2.397872	92	82	13	1362.863
-1.256637	1.865046	1.763384	87	76	5	1357.348
2.722714	0.251672	2.848900	0	75	7	1356.842
0.837758	1.685031	-2.009038	2	75	7	1348.657
2.513274	2.032917	-2.199917	1	77	5	1346.988
-1.151917	1.982107	1.720829	88	75	5	1340.531
-1.361357	1.760169	1.678132	86	76	5	1339.196
2.932153	0.142314	2.590387	95	75	6	1338.182
2.827433	1.411944	2.444377	92	80	12	1334.667
2.827433	1.509287	2.204647	91	81	13	1333.932
2.617994	1.142003	-3.058022	95	78	7	1330.285
-2.722714	0.420680	2.088164	94	76	7	1325.751
-1.151917	1.522373	1.764991	88	75	7	1324.159
1.884956	0.386248	-2.690943	1	75	7	1323.603
2.827433	1.541082	2.424608	92	81	13	1321.615
2.617994	2.100482	-2.301084	2	77	5	1321.457
2.722714	1.509287	2.204647	90	81	13	1320.990
2.932153	2.212686	-0.544809	95	77	5	1320.551
-2.617994	1.016938	2.270674	95	77	8	1319.936
-1.361357	2.214075	1.600691	93	77	10	1318.129
-2.617994	1.433341	0.524268	79	0	76	1314.662
1.256637	0.984265	-2.156073	4	75	8	1314.104
1.570796	1.042085	-2.292950	6	76	9	1311.306
1.047198	1.699172	-1.749717	2	75	5	1309.741
-1.151917	1.510518	1.884920	88	75	9	1309.133
2.722714	1.402149	2.788898	95	80	11	1307.485
1.256637	1.691693	-1.871572	3	75	6	1305.774
-1.361357	2.203804	1.756176	93	77	10	1305.527
-2.617994	0.817846	2.390688	94	77	6	1303.313
1.884956	0.993052	2.137478	87	83	14	1302.952
2.513274	1.321019	-2.749776	2	78	8	1301.895
2.827433	2.245973	-0.702234	95	77	5	1301.261
2.617994	2.195400	-2.217546	2	77	5	1299.963
1.151917	1.691693	-1.871572	3	76	6	1299.042
2.617994	2.034712	-2.419505	1	77	5	1297.898
0.837758	1.788829	-1.947553	2	75	5	1295.570
2.722714	1.720612	2.279888	91	82	14	1295.458
2.094395	0.386248	-2.690943	2	75	7	1295.458
3.036873	0.142314	2.590387	95	75	6	1295.114
2.617994	1.964971	-2.100533	2	77	4	1294.924
-2.513274	0.294107	1.593880	92	76	6	1294.773
2.932153	1.541082	2.424608	93	81	13	1294.514
2.722714	2.108277	-2.095907	3	77	5	1294.095
2.513274	2.108891	-2.532166	1	77	6	1293.666
-2.408554	0.772218	2.227380	94	76	5	1293.333
0.942478	1.691693	-1.871572	2	75	6	1293.205
0.837758	1.808822	-1.817375	2	75	5	1293.180
2.408554	1.886971	-2.196665	0	76	4	1292.200
-2.722714	0.889834	2.529957	95	77	7	1291.520
2.722714	1.690107	2.620910	95	80	12	1289.759
2.827433	1.365228	2.563808	93	80	12	1289.740
1.466077	1.042085	-2.292950	5	76	9	1289.514
1.256637	1.042085	-2.292950	4	75	9	1289.115
-0.314159	2.443112	2.883761	1	73	4	1289.010
2.617994	1.165407	3.092861	95	78	8	1288.756
-2.199115	1.391324	1.109396	89	76	5	1288.107
-1.466077	2.103223	1.521685	93	77	9	1287.387
1.361357	1.788829	-1.947553	5	76	6	1286.544
2.722714	1.444527	2.664744	94	80	12	1286.408
1.780236	0.525564	-2.288838	2	75	7	1285.651
1.047198	1.019495	-1.894487	3	75	9	1285.459
-1.151917	1.875561	1.632831	88	75	5	1285.104
-1.256637	1.760169	1.678132	87	76	5	1284.769
-1.256637	2.321510	1.685664	91	76	8	1284.632
2.932153	1.464952	2.329245	92	81	13	1283.219
1.047198	1.691693	-1.871572	2	75	6	1283.189
0.733038	1.691693	-1.871572	0	75	6	1282.583
0.733038	1.699172	-1.749717	0	74	5	1280.267
2.722714	1.794553	2.374618	92	83	15	1280.158
3.036873	2.417386	-0.443097	0	77	6	1280.114
1.256637	0.858279	-2.138895	3	75	8	1278.220
2.408554	1.199898	-2.777257	1	77	8	1276.247
2.932153	1.411944	2.444377	93	80	12	1274.460
-2.932153	0.308059	2.021491	93	76	7	1273.216
3.036873	2.294058	-0.421070	0	77	5	1273.208
1.675516	0.273777	-2.506756	0	75	7	1272.451
-1.256637	1.982107	1.720829	87	76	5	1272.361
1.780236	0.386248	-2.690943	0	75	7	1272.194
2.408554	1.960212	-2.307561	0	77	5	1270.680
0.733038	1.788829	-1.947553	1	74	5	1268.706
1.151917	1.019495	-1.894487	3	75	9	1268.570
1.884956	0.869748	2.095969	86	83	13	1268.562
2.932153	1.739676	2.496017	2	81	13	1267.860
2.722714	1.644848	2.743774	95	81	12	1267.204
2.617994	1.541082	2.424608	91	82	13	1263.076
2.827433	0.251672	2.848900	1	75	7	1261.955
0.733038	1.586948	-1.696296	95	74	7	1261.257
1.884956	0.273777	-2.506756	2	74	6	1260.880
-1.361357	2.099185	1.667006	93	77	10	1260.331
0.942478	1.788829	-1.947553	3	75	5	1259.332
-3.141593	0.426507	2.367872	94	77	8	1257.904
2.617994	1.452754	-2.738631	3	78	9	1257.617
-1.570796	1.990381	1.586005	92	78	10	1257.601
1.675516	1.411944	2.444377	84	76	1	1257.129
2.617994	1.046265	-2.958847	0	77	6	1254.059
-1.361357	2.324731	1.511186	91	76	7	1254.026
2.617994	1.321019	-2.749776	3	78	8	1253.342
2.303835	0.165485	-2.875396	1	74	6	1253.183
1.256637	1.690453	-2.123076	3	76	8	1252.889
2.827433	1.739676	2.496017	93	82	14	1252.003
2.827433	2.108277	-2.095907	4	77	5	1252.000
-2.513274	0.772218	2.227380	94	77	5	1251.963
1.361357	0.182564	-2.125821	95	74	5	1251.480
-1.151917	1.865046	1.763384	88	75	6	1251.083
-2.932153	1.697162	-1.249026	6	80	8	1249.555
2.722714	1.165407	3.092861	0	78	8	1249.508
2.722714	2.100482	-2.301084	3	77	4	1247.399
0.628319	0.147206	-1.385164	94	76	8	1245.312
1.780236	0.893140	2.251698	86	82	13	1244.906
0.733038	1.808822	-1.817375	1	74	5	1244.780
-3.141593	1.331651	2.344497	94	79	11	1244.495
2.722714	1.361196	2.914780	95	79	10	1243.646
2.617994	1.464952	2.329245	91	81	14	1243.411
1.151917	1.042085	-2.292950	2	75	9	1241.833
-1.361357	1.748077	1.804354	86	76	6	1241.650
2.513274	1.199898	-2.777257	1	77	8	1241.400
-2.722714	0.947774	2.395256	95	78	7	1241.241
1.361357	0.916555	-2.287173	4	76	10	1240.701
2.617994	1.395545	-2.850807	2	78	10	1240.245
3.036873	1.665496	2.397872	92	82	13	1239.998
2.722714	2.343265	-0.779061	94	77	6	1239.678
2.513274	2.100482	-2.301084	1	77	6	1239.119
2.617994	1.644848	2.743774	92	74	93	1238.321
2.513274	1.157331	-2.906362	0	77	7	1238.125
